"ID","game_date","team_abb_home","team_abb_away","pts_home","fgm_home","fga_home","fg_pct_home","fg3m_home","fg3a_home","fg3_pct_home","ftm_home","fta_home","ft_pct_home","dreb_home","oreb_home","reb_home","ast_home","stl_home","blk_home","tov_home","pf_home","pts_2nd_chance_home","pts_in_paint_home","fgm_away","fga_away","fg_pct_away","fg3m_away","fg3a_away","fg3_pct_away","ftm_away","fta_away","oreb_away","dreb_away","reb_away","ast_away","stl_away","blk_away","tov_away","pf_away","pts_away","pts_2nd_chance_away","ft_pct_away","pts_paint_away","wl_home","game_id"
"[411826,659808276]","","BOS","MIA",116,40,87,0.46,15,45,0.33299999999999996,21,28,0.33299999999999996,41,7,48,26,6,2,20,18,,,48,101,0.75,11,35,0.314,13,18,12,38,50,19,11,3,17,24,120,,0.314,,"l",11377
"[411826,659808281]","","BKN","TOR",114,44,82,0.537,11,32,0.344,15,22,0.344,34,7,41,27,7,5,18,27,,,38,87,0.682,7,24,0.292,22,30,11,32,43,16,7,2,14,19,105,,0.292,,"w",11378
"[411826,659808284]","","CLE","ORL",107,41,84,0.488,16,42,0.381,9,9,0.381,28,5,33,22,7,5,13,14,,,40,81,1.0,8,23,0.348,8,12,11,29,40,19,6,4,18,13,96,,0.348,,"w",11379
"[411826,659808285]","","MIL","LAL",129,50,94,0.532,17,43,0.395,12,15,0.395,32,10,42,29,2,6,11,18,,,52,97,0.8,11,26,0.423,18,24,12,32,44,32,6,4,4,16,133,,0.423,,"l",11380
"[411826,659808287]","","MEM","PHI",117,42,97,0.433,11,30,0.36700000000000005,22,28,0.36700000000000005,38,19,57,22,8,11,12,18,,,40,91,0.7859999999999999,14,33,0.424,15,17,10,32,42,23,7,5,13,21,109,,0.424,,"w",11381
"[411826,659808293]","","SAS","NOP",99,38,98,0.38799999999999996,11,39,0.282,12,16,0.282,39,10,49,26,4,4,12,23,,,40,92,0.75,12,42,0.28600000000000003,25,26,10,43,53,25,9,5,9,18,117,,0.28600000000000003,,"l",11382
"[411826,659808299]","","PHX","HOU",121,45,85,0.529,17,37,0.45899999999999996,14,19,0.45899999999999996,28,9,37,30,9,5,18,28,,,40,81,0.737,8,24,0.33299999999999996,34,43,13,28,41,19,12,2,17,22,122,,0.33299999999999996,,"l",11383
"[411826,659808306]","","UTA","IND",139,46,83,0.5539999999999999,15,34,0.441,32,37,0.441,39,8,47,29,7,2,26,28,,,40,92,0.865,12,34,0.353,27,33,9,26,35,25,12,5,19,35,119,,0.353,,"w",11384
"[411826,659808311]","","GSW","CHI",119,42,87,0.483,20,50,0.4,15,23,0.4,43,7,50,32,2,5,20,19,,,43,93,0.652,9,27,0.33299999999999996,16,24,6,38,44,28,7,1,12,28,111,,0.33299999999999996,,"w",11385
"[411826,659808322]","","NYK","DAL",100,35,77,0.455,10,31,0.32299999999999995,20,28,0.32299999999999995,38,7,45,18,7,1,20,17,,,43,100,0.7140000000000001,24,61,0.39299999999999996,11,14,14,36,50,27,7,5,11,20,121,,0.39299999999999996,,"l",11386
"[411826,659808328]","","LAC","SAC",96,33,93,0.355,9,33,0.273,21,26,0.273,33,17,50,15,4,3,18,23,,,46,89,0.8079999999999999,11,32,0.344,20,30,8,38,46,31,7,6,9,22,123,,0.344,,"l",11387
"[411826,659808338]","","CHA","MIL",96,34,87,0.391,5,24,0.20800000000000002,23,26,0.20800000000000002,35,9,44,15,9,4,14,19,,,39,83,0.885,12,32,0.375,15,19,8,39,47,24,5,8,22,17,105,,0.375,,"l",11388
"[411826,659808343]","","TOR","ORL",121,47,84,0.56,9,29,0.31,18,25,0.31,31,12,43,31,12,4,17,24,,,38,78,0.72,11,28,0.39299999999999996,21,26,5,24,29,23,9,2,16,20,108,,0.39299999999999996,,"w",11389
"[411826,659808348]","","MIN","OKC",128,47,89,0.528,10,30,0.33299999999999996,24,30,0.33299999999999996,32,12,44,25,13,10,23,23,,,48,93,0.8,11,26,0.423,28,35,13,29,42,26,11,5,21,18,135,,0.423,,"l",11390
"[411826,659808354]","","GSW","HOU",120,45,85,0.529,25,52,0.48100000000000004,5,10,0.48100000000000004,29,6,35,34,8,5,14,24,,,40,91,0.5,3,28,0.107,18,20,14,31,45,17,6,4,15,14,101,,0.107,,"w",11391
"[411826,659808359]","","UTA","POR",111,38,84,0.452,13,36,0.361,22,28,0.361,34,10,44,20,8,4,13,22,,,41,85,0.7859999999999999,10,25,0.4,24,31,12,37,49,19,5,6,13,20,116,,0.4,,"l",11392
"[411826,659808364]","","NOP","DEN",121,41,81,0.506,11,26,0.423,28,36,0.423,30,6,36,29,10,5,11,22,,,41,81,0.778,8,31,0.258,16,24,9,34,43,24,5,5,19,22,106,,0.258,,"w",11393
"[411826,659808366]","","SAS","PHX",95,38,87,0.43700000000000006,6,31,0.19399999999999998,13,18,0.19399999999999998,28,12,40,19,5,3,19,24,,,49,94,0.722,19,37,0.514,16,20,14,31,45,38,5,0,11,18,133,,0.514,,"l",11394
"[411826,659808369]","","BKN","BOS",92,34,84,0.405,9,26,0.34600000000000003,15,22,0.34600000000000003,34,11,45,17,6,7,15,18,,,35,81,0.682,15,38,0.395,18,20,8,40,48,18,11,9,17,19,103,,0.395,,"l",11395
"[411826,659808375]","","DET","MEM",112,37,84,0.44,13,35,0.371,25,30,0.371,31,8,39,26,7,7,15,24,,,43,92,0.833,15,35,0.429,21,29,12,34,46,28,9,5,14,21,122,,0.429,,"l",11396
"[411826,659808377]","","NYK","CLE",92,35,86,0.40700000000000003,5,29,0.172,17,21,0.172,40,14,54,17,6,3,21,16,,,29,83,0.81,8,35,0.22899999999999998,15,20,8,31,39,17,7,6,19,15,81,,0.22899999999999998,,"w",11397
"[411826,659808387]","","WAS","LAL",119,49,105,0.467,10,39,0.256,11,15,0.256,33,11,44,24,10,8,10,23,,,52,96,0.733,10,26,0.385,16,22,9,42,51,34,5,5,15,14,130,,0.385,,"l",11398
"[411826,659808395]","","SAC","CHI",110,40,86,0.465,13,43,0.302,17,19,0.302,41,5,46,30,10,2,19,17,,,38,86,0.895,9,25,0.36,16,19,7,32,39,17,9,5,16,16,101,,0.36,,"w",11399
"[411826,659808397]","","POR","IND",116,42,86,0.488,17,40,0.425,15,22,0.425,34,11,45,32,10,3,15,17,,,40,91,0.682,10,33,0.303,10,12,12,32,44,22,10,5,15,22,100,,0.303,,"w",11400
"[411826,659808399]","","CHA","LAC",117,47,98,0.48,12,34,0.353,11,17,0.353,35,14,49,29,8,4,10,16,,,45,93,0.647,15,36,0.41700000000000004,14,21,13,34,47,30,4,5,12,17,119,,0.41700000000000004,,"l",11401
"[411826,659808401]","","ORL","MIL",102,34,93,0.366,8,32,0.25,26,29,0.25,37,15,52,21,8,2,14,19,,,38,85,0.897,13,40,0.325,20,26,7,38,45,31,9,4,17,20,109,,0.325,,"l",11402
"[411826,659808403]","","ATL","OKC",114,44,102,0.431,13,38,0.342,13,17,0.342,37,17,54,24,7,4,18,24,,,43,95,0.765,12,34,0.353,23,24,14,35,49,25,8,4,16,19,121,,0.353,,"l",11403
"[411826,659808405]","","TOR","BOS",110,39,85,0.45899999999999996,10,28,0.35700000000000004,22,30,0.35700000000000004,34,12,46,19,6,5,13,20,,,44,90,0.733,13,36,0.361,15,21,13,36,49,27,6,3,11,22,116,,0.361,,"l",11404
"[411826,659808407]","","HOU","PHI",132,42,94,0.447,14,39,0.359,34,44,0.359,35,16,51,19,9,3,21,27,,,39,87,0.773,17,36,0.47200000000000003,28,36,11,28,39,23,10,6,20,34,123,,0.47200000000000003,,"w",11405
"[411826,659808411]","","MEM","MIA",101,42,90,0.467,8,32,0.25,9,9,0.25,37,4,41,23,10,5,12,14,,,31,79,1.0,14,40,0.35,17,22,9,36,45,23,7,3,17,11,93,,0.35,,"w",11406
"[411826,659808414]","","DAL","PHX",130,44,84,0.524,20,41,0.488,22,26,0.488,31,10,41,23,7,6,13,23,,,40,91,0.846,13,37,0.35100000000000003,18,26,13,28,41,28,5,5,13,16,111,,0.35100000000000003,,"w",11407
"[411826,659808419]","","GSW","IND",104,38,94,0.40399999999999997,13,44,0.295,15,19,0.295,35,12,47,26,6,6,12,19,,,43,90,0.789,15,39,0.385,11,18,7,40,47,26,3,8,17,18,112,,0.385,,"l",11408
"[411826,659808421]","","CLE","LAL",116,48,93,0.516,7,27,0.259,13,17,0.259,35,9,44,25,11,3,8,20,,,38,89,0.765,6,36,0.16699999999999998,20,24,14,29,43,16,4,6,16,13,102,,0.16699999999999998,,"w",11409
"[411826,659808424]","","MIA","DET",96,33,77,0.429,10,32,0.313,20,26,0.313,33,7,40,21,7,2,15,20,,,43,87,0.769,19,41,0.46299999999999997,11,15,9,31,40,27,8,1,13,19,116,,0.46299999999999997,,"l",11410
"[411826,659808426]","","DEN","DAL",115,40,78,0.513,13,32,0.406,22,28,0.406,28,8,36,30,8,4,17,28,,,36,72,0.7859999999999999,17,36,0.47200000000000003,27,31,4,31,35,27,10,4,17,32,116,,0.47200000000000003,,"l",11411
"[411826,659808428]","","ORL","LAC",116,40,95,0.42100000000000004,8,28,0.28600000000000003,28,31,0.28600000000000003,37,16,53,20,8,5,13,21,,,39,95,0.903,15,41,0.366,18,26,17,36,53,26,3,9,17,19,111,,0.366,,"w",11412
"[411826,659808429]","","BKN","CHA",122,49,86,0.57,12,31,0.387,12,16,0.387,34,5,39,33,3,8,11,20,,,47,88,0.75,10,24,0.41700000000000004,12,23,10,30,40,25,4,3,11,18,116,,0.41700000000000004,,"w",11413
"[411826,659808431]","","NYK","ATL",113,37,83,0.446,17,36,0.47200000000000003,22,24,0.47200000000000003,42,13,55,26,6,2,14,23,,,32,85,0.917,6,36,0.16699999999999998,19,24,11,28,39,16,4,6,11,17,89,,0.16699999999999998,,"w",11414
"[411826,659808433]","","TOR","LAL",126,47,106,0.44299999999999995,12,43,0.27899999999999997,20,24,0.27899999999999997,37,17,54,25,10,5,11,22,,,37,87,0.833,7,33,0.212,32,35,10,36,46,16,6,3,15,17,113,,0.212,,"w",11415
"[411826,659808435]","","CHI","WAS",115,45,90,0.5,10,23,0.435,15,17,0.435,35,6,41,29,11,4,19,20,,,41,84,0.882,9,31,0.29,20,29,6,32,38,22,12,6,18,16,111,,0.29,,"w",11416
"[411826,659808437]","","MEM","OKC",123,48,94,0.511,14,38,0.368,13,16,0.368,40,10,50,32,13,9,17,19,,,34,92,0.813,14,38,0.368,20,23,14,34,48,25,9,3,19,16,102,,0.368,,"w",11417
"[411826,659808439]","","MIL","SAC",126,46,96,0.479,14,33,0.424,20,24,0.424,33,17,50,34,3,2,7,15,,,43,91,0.833,12,38,0.316,15,16,8,32,40,19,2,4,8,17,113,,0.316,,"w",11418
"[411826,659808441]","","MIN","IND",121,44,93,0.473,8,23,0.348,25,27,0.348,35,16,51,25,15,2,23,21,,,39,81,0.9259999999999999,19,42,0.452,18,24,4,27,31,22,10,4,19,17,115,,0.452,,"w",11419
"[411826,659808443]","","NOP","DET",104,39,85,0.45899999999999996,8,27,0.29600000000000004,18,23,0.29600000000000004,40,10,50,21,8,9,19,21,,,35,90,0.7829999999999999,15,42,0.35700000000000004,13,16,8,34,42,17,5,1,13,23,98,,0.35700000000000004,,"w",11420
"[411826,659808446]","","UTA","GSW",124,46,86,0.535,15,35,0.429,17,21,0.429,31,9,40,26,6,7,17,17,,,45,98,0.81,14,42,0.33299999999999996,19,25,14,28,42,26,8,5,14,18,123,,0.33299999999999996,,"w",11421
"[411826,659808450]","","PHX","BOS",98,37,93,0.39799999999999996,8,32,0.25,16,19,0.25,36,13,49,19,5,4,18,17,,,49,101,0.8420000000000001,16,45,0.35600000000000004,11,13,11,42,53,29,14,3,13,20,125,,0.35600000000000004,,"l",11422
"[411826,659808452]","","MIA","LAC",115,46,90,0.511,12,32,0.375,11,14,0.375,36,7,43,24,11,1,8,20,,,37,80,0.7859999999999999,17,36,0.47200000000000003,19,21,7,36,43,24,3,3,16,16,110,,0.47200000000000003,,"w",11423
"[411826,659808454]","","SAS","HOU",118,46,83,0.5539999999999999,13,36,0.361,13,15,0.361,31,7,38,25,5,7,17,19,,,44,98,0.867,10,29,0.345,11,15,16,26,42,23,3,4,14,19,109,,0.345,,"w",11424
"[411826,659808456]","","POR","DEN",120,44,91,0.484,16,40,0.4,16,16,0.4,25,13,38,30,10,3,13,20,,,47,91,1.0,12,30,0.4,15,22,16,32,48,28,6,5,16,16,121,,0.4,,"l",11425
"[411826,659808459]","","CHA","NYK",102,37,84,0.44,6,26,0.231,22,28,0.231,33,12,45,16,8,6,13,26,,,41,93,0.7859999999999999,13,34,0.382,26,30,16,32,48,25,6,7,14,21,121,,0.382,,"l",11426
"[411826,659808461]","","IND","WAS",121,43,85,0.506,18,41,0.439,17,20,0.439,27,13,40,23,7,2,12,21,,,41,77,0.85,10,29,0.345,19,25,12,26,38,25,6,3,14,19,111,,0.345,,"w",11427
"[411826,659808462]","","ORL","TOR",113,42,71,0.5920000000000001,10,26,0.385,19,21,0.385,40,3,43,24,3,4,20,27,,,36,85,0.905,10,35,0.28600000000000003,27,33,7,26,33,23,10,5,7,17,109,,0.28600000000000003,,"w",11428
"[411826,659808464]","","BKN","ATL",120,45,83,0.542,13,30,0.433,17,21,0.433,29,9,38,30,10,5,21,18,,,46,93,0.81,10,29,0.345,14,16,12,26,38,21,12,4,18,18,116,,0.345,,"w",11429
"[411826,659808470]","","CLE","SAC",95,34,79,0.43,10,30,0.33299999999999996,17,22,0.33299999999999996,28,8,36,20,7,4,20,23,,,35,66,0.773,16,33,0.485,20,32,5,33,38,21,11,5,19,22,106,,0.485,,"l",11430
"[411826,659808472]","","PHI","LAL",133,48,90,0.5329999999999999,18,40,0.45,19,22,0.45,35,7,42,30,14,2,23,30,,,44,88,0.8640000000000001,11,31,0.355,23,30,7,30,37,29,12,4,21,23,122,,0.355,,"w",11431
"[411826,659808475]","","MEM","DET",114,44,91,0.484,9,32,0.281,17,32,0.281,36,12,48,30,11,8,14,19,,,36,90,0.531,11,35,0.314,20,27,13,34,47,23,6,7,19,29,103,,0.314,,"w",11432
"[411826,659808481]","","NOP","PHX",128,46,90,0.511,8,27,0.29600000000000004,28,35,0.29600000000000004,31,13,44,27,10,1,11,15,,,43,86,0.8,22,44,0.5,9,13,8,29,37,30,6,3,17,25,117,,0.5,,"w",11433
"[411826,659808485]","","UTA","MIN",108,39,90,0.433,13,44,0.295,17,24,0.295,28,12,40,22,9,0,11,20,,,42,79,0.708,14,35,0.4,20,26,6,38,44,30,7,3,17,21,118,,0.4,,"l",11434
"[411826,659808487]","","DAL","MIL",105,41,88,0.466,13,40,0.325,10,24,0.325,31,12,43,21,8,6,11,21,,,38,87,0.41700000000000004,11,32,0.344,19,23,13,38,51,27,5,4,17,21,106,,0.344,,"l",11435
"[411826,659808489]","","MIA","SAS",111,39,81,0.48100000000000004,13,34,0.382,20,28,0.382,27,5,32,26,5,3,10,22,,,42,78,0.7140000000000001,7,21,0.33299999999999996,24,31,9,37,46,24,8,4,18,21,115,,0.33299999999999996,,"l",11436
"[411826,659808491]","","IND","BKN",133,47,85,0.5529999999999999,21,44,0.47700000000000004,18,24,0.47700000000000004,23,7,30,30,10,3,19,27,,,52,100,0.75,9,28,0.321,23,32,29,30,59,19,7,3,18,24,136,,0.321,,"l",11437
"[411826,659808493]","","WAS","LAC",107,37,85,0.435,16,34,0.47100000000000003,17,19,0.47100000000000003,42,8,50,24,8,3,15,15,,,40,94,0.895,19,48,0.396,15,16,9,33,42,22,9,7,10,16,114,,0.396,,"l",11438
"[411826,659808499]","","CLE","OKC",110,40,85,0.47100000000000003,12,32,0.375,18,26,0.375,36,12,48,25,6,4,13,14,,,38,83,0.6920000000000001,10,29,0.345,16,20,7,33,40,25,8,6,11,26,102,,0.345,,"w",11439
"[411826,659808502]","","CHI","DAL",144,54,85,0.635,19,34,0.5589999999999999,17,24,0.5589999999999999,40,4,44,33,8,5,10,17,,,41,90,0.708,11,44,0.25,22,26,8,29,37,24,5,4,8,17,115,,0.25,,"w",11440
"[411826,659808504]","","GSW","BOS",123,47,92,0.511,13,39,0.33299999999999996,16,20,0.33299999999999996,42,11,53,26,3,6,15,20,,,38,87,0.8,12,40,0.3,19,26,6,33,39,17,8,6,10,14,107,,0.3,,"w",11441
"[411826,659808506]","","DEN","UTA",115,47,86,0.547,8,26,0.308,13,16,0.308,33,6,39,28,5,8,9,17,,,39,85,0.813,15,41,0.366,17,21,10,32,42,20,5,6,14,20,110,,0.366,,"w",11442
"[411826,659808508]","","POR","MIN",124,43,83,0.518,13,34,0.382,25,28,0.382,34,11,45,20,5,4,16,24,,,45,83,0.893,10,23,0.435,18,24,4,24,28,22,11,4,13,21,118,,0.435,,"w",11443
"[411826,659808510]","","NOP","PHX",129,50,86,0.581,8,25,0.32,21,28,0.32,36,7,43,31,10,3,17,26,,,49,105,0.75,13,38,0.342,13,17,19,23,42,34,7,5,15,24,124,,0.342,,"w",11444
"[411826,659808513]","","DET","LAL",117,43,93,0.462,17,45,0.37799999999999995,14,17,0.37799999999999995,30,10,40,28,9,3,12,19,,,46,84,0.8240000000000001,11,26,0.423,21,27,6,36,42,31,8,4,11,14,124,,0.423,,"l",11445
"[411826,659808516]","","NYK","SAC",112,40,89,0.449,8,35,0.22899999999999998,24,27,0.22899999999999998,40,15,55,19,8,4,17,22,,,33,83,0.889,10,39,0.256,23,35,11,30,41,20,7,0,17,21,99,,0.256,,"w",11446
"[411826,659808517]","","ORL","TOR",111,36,77,0.46799999999999997,14,31,0.452,25,31,0.452,31,11,42,25,3,7,18,28,,,30,75,0.8059999999999999,6,25,0.24,33,38,7,21,28,18,9,7,9,25,99,,0.24,,"w",11447
"[411826,659808519]","","PHI","CHA",131,46,83,0.5539999999999999,13,27,0.48100000000000004,26,32,0.48100000000000004,32,9,41,31,6,6,16,24,,,38,93,0.813,11,30,0.36700000000000005,26,30,15,30,45,21,12,3,16,24,113,,0.36700000000000005,,"w",11448
"[411826,659808521]","","ATL","CHI",123,47,98,0.48,13,39,0.33299999999999996,16,21,0.33299999999999996,37,8,45,28,3,6,15,22,,,48,100,0.762,7,27,0.259,19,23,13,40,53,28,11,6,19,21,122,,0.259,,"w",11449
"[411826,659808523]","","HOU","MIL",97,40,91,0.44,6,27,0.222,11,12,0.222,39,10,49,23,11,8,12,17,,,33,90,0.917,12,43,0.27899999999999997,14,18,13,39,52,18,5,6,16,12,92,,0.27899999999999997,,"w",11450
"[411826,659808525]","","IND","MIA",82,28,79,0.354,11,39,0.282,15,20,0.282,37,8,45,16,7,11,18,18,,,32,83,0.75,9,34,0.265,14,18,9,39,48,23,7,2,14,17,87,,0.265,,"l",11451
"[411826,659808527]","","WAS","BKN",100,37,79,0.46799999999999997,11,31,0.355,15,22,0.355,38,6,44,21,6,2,20,16,,,44,89,0.682,8,27,0.29600000000000004,16,18,7,34,41,25,8,7,13,20,112,,0.29600000000000004,,"l",11452
"[411826,659808529]","","MEM","ATL",128,50,83,0.602,13,32,0.406,15,18,0.406,44,5,49,36,8,12,23,17,,,37,104,0.833,12,37,0.324,17,22,20,19,39,20,13,1,16,17,103,,0.324,,"w",11453
"[411826,659808532]","","DAL","OKC",121,39,93,0.419,22,54,0.40700000000000003,21,25,0.40700000000000003,34,16,50,24,4,3,14,19,,,42,88,0.84,10,31,0.32299999999999995,20,21,10,32,42,21,4,1,13,22,114,,0.32299999999999995,,"w",11454
"[411826,659808534]","","SAS","CLE",112,46,97,0.474,9,27,0.33299999999999996,11,16,0.33299999999999996,27,19,46,25,6,2,13,19,,,45,92,0.688,5,23,0.217,16,17,15,29,44,21,7,7,15,13,111,,0.217,,"w",11455
"[411826,659808538]","","POR","MIN",133,48,89,0.539,21,46,0.457,16,21,0.457,43,11,54,32,4,4,19,21,,,46,93,0.762,10,27,0.37,10,19,7,30,37,25,12,2,10,19,112,,0.37,,"w",11456
"[411826,659808543]","","LAC","BOS",113,44,90,0.489,10,25,0.4,15,21,0.4,35,11,46,18,10,2,10,26,,,33,76,0.7140000000000001,9,39,0.231,18,26,5,31,36,27,5,6,15,17,93,,0.231,,"w",11457
"[411826,659808545]","","PHI","SAC",123,43,84,0.512,16,35,0.457,21,27,0.457,38,4,42,34,10,4,12,21,,,38,92,0.778,10,42,0.23800000000000002,17,20,13,35,48,21,5,4,17,22,103,,0.23800000000000002,,"w",11458
"[411826,659808548]","","MIL","GSW",128,45,82,0.5489999999999999,12,29,0.414,26,32,0.414,43,12,55,22,8,5,23,18,,,38,95,0.813,20,50,0.4,15,19,12,25,37,25,7,2,18,22,111,,0.4,,"w",11459
"[411826,659808549]","","HOU","PHX",111,34,81,0.42,12,35,0.34299999999999997,31,34,0.34299999999999997,50,17,67,16,6,9,23,21,,,33,103,0.912,13,51,0.255,18,19,18,26,44,22,13,7,10,24,97,,0.255,,"w",11460
"[411826,659808551]","","UTA","NOP",121,49,103,0.47600000000000003,15,47,0.319,8,12,0.319,40,19,59,31,4,10,22,23,,,37,93,0.667,4,27,0.14800000000000002,22,33,15,28,43,25,12,3,17,17,100,,0.14800000000000002,,"w",11461
"[411826,659808555]","","LAL","BOS",118,44,93,0.473,8,29,0.276,22,30,0.276,42,7,49,23,7,9,12,17,,,46,104,0.733,19,48,0.396,11,16,13,38,51,27,6,2,14,22,122,,0.396,,"l",11462
"[411826,659808558]","","CHA","DET",134,47,114,0.41200000000000003,17,51,0.33299999999999996,23,29,0.33299999999999996,35,17,52,21,7,6,5,29,,,48,93,0.7929999999999999,18,40,0.45,27,36,12,40,52,25,0,8,16,29,141,,0.45,,"l",11463
"[411826,659808563]","","IND","GSW",125,44,87,0.506,16,39,0.41,21,25,0.41,29,5,34,30,10,8,18,25,,,40,86,0.84,14,33,0.424,25,29,12,34,46,27,5,4,24,20,119,,0.424,,"w",11464
"[411826,659808565]","","ORL","ATL",135,47,93,0.505,16,36,0.444,25,30,0.444,32,14,46,28,10,6,14,22,,,44,88,0.833,12,35,0.34299999999999997,24,27,11,28,39,30,2,6,13,21,124,,0.34299999999999997,,"w",11465
"[411826,659808567]","","TOR","SAC",123,47,94,0.5,6,21,0.28600000000000003,23,27,0.28600000000000003,28,11,39,25,8,7,7,18,,,45,93,0.852,17,46,0.37,17,20,13,37,50,29,3,3,15,16,124,,0.37,,"l",11466
"[411826,659808569]","","CHI","NYK",120,46,84,0.5479999999999999,9,28,0.321,19,22,0.321,28,3,31,25,6,7,12,18,,,45,91,0.8640000000000001,18,34,0.529,20,25,15,33,48,25,7,5,18,25,128,,0.529,,"l",11467
"[411826,659808571]","","OKC","MIA",108,41,82,0.5,9,24,0.375,17,23,0.375,37,7,44,26,7,4,14,16,,,37,86,0.7390000000000001,24,56,0.429,12,15,7,32,39,25,9,1,14,21,110,,0.429,,"l",11468
"[411826,659808573]","","SAS","POR",112,45,97,0.46399999999999997,11,29,0.379,11,19,0.379,26,14,40,23,9,3,11,16,,,49,81,0.579,18,40,0.45,12,17,5,35,40,26,5,3,17,20,128,,0.45,,"l",11469
"[411826,659808575]","","DAL","CLE",90,29,74,0.392,13,38,0.342,19,26,0.342,27,6,33,17,2,3,13,15,,,41,78,0.731,8,24,0.33299999999999996,15,19,5,38,43,26,5,2,9,20,105,,0.33299999999999996,,"l",11470
"[411826,659808578]","","DEN","WAS",141,54,83,0.6509999999999999,4,16,0.25,29,35,0.25,38,7,45,31,8,7,19,17,,,48,91,0.8290000000000001,19,39,0.48700000000000004,13,23,4,20,24,40,10,5,14,28,128,,0.48700000000000004,,"w",11471
"[411826,659808580]","","LAC","MIN",99,34,89,0.382,14,46,0.304,17,21,0.304,38,14,52,21,8,2,15,21,,,31,74,0.81,4,22,0.182,22,30,7,36,43,15,9,4,17,20,88,,0.182,,"w",11472
"[411826,659808582]","","HOU","MIA",108,44,94,0.46799999999999997,9,33,0.273,11,17,0.273,33,18,51,22,10,4,15,19,,,39,88,0.647,16,47,0.34,17,23,14,26,40,21,10,6,14,19,111,,0.34,,"l",11473
"[411826,659808584]","","MEM","MIL",142,56,102,0.5489999999999999,12,32,0.375,18,23,0.375,42,14,56,30,5,7,8,19,,,35,94,0.7829999999999999,13,50,0.26,18,27,11,28,39,22,5,1,9,18,101,,0.26,,"w",11474
"[411826,659808586]","","UTA","NOP",132,42,92,0.457,18,47,0.38299999999999995,30,37,0.38299999999999995,33,11,44,24,8,6,16,25,,,47,99,0.8109999999999999,12,30,0.4,23,28,19,30,49,24,8,6,18,30,129,,0.4,,"w",11475
"[411826,659808588]","","LAC","PHX",95,34,90,0.37799999999999995,12,33,0.364,15,21,0.364,31,21,52,21,4,3,18,18,,,44,95,0.7140000000000001,9,32,0.281,14,18,15,38,53,27,8,8,9,18,111,,0.281,,"l",11476
"[411826,659808590]","","CHA","ATL",106,39,98,0.39799999999999996,15,43,0.349,13,19,0.349,28,15,43,26,8,5,13,25,,,41,75,0.684,15,29,0.517,28,34,4,37,41,25,3,5,14,22,125,,0.517,,"l",11477
"[411826,659808592]","","DET","SAC",113,39,85,0.45899999999999996,10,29,0.345,25,31,0.345,32,14,46,22,7,1,17,26,,,43,82,0.8059999999999999,12,31,0.387,24,29,4,29,33,30,8,1,14,25,122,,0.387,,"l",11478
"[411826,659808593]","","BOS","ORL",109,35,84,0.41700000000000004,11,46,0.239,28,34,0.239,28,10,38,17,9,12,14,21,,,42,91,0.8240000000000001,9,33,0.273,24,28,15,38,53,19,7,1,18,26,117,,0.273,,"l",11479
"[411826,659808596]","","CLE","IND",118,38,76,0.5,14,31,0.452,28,32,0.452,28,6,34,23,6,2,10,15,,,42,80,0.875,11,36,0.306,17,19,5,28,33,34,6,4,10,22,112,,0.306,,"w",11480
"[411826,659808598]","","PHI","GSW",118,39,85,0.45899999999999996,15,38,0.395,25,31,0.395,38,11,49,23,11,5,15,13,,,39,94,0.8059999999999999,17,43,0.395,11,13,13,35,48,31,8,6,17,21,106,,0.395,,"w",11481
"[411826,659808600]","","TOR","BKN",116,41,84,0.488,9,24,0.375,25,29,0.375,25,7,32,17,5,1,9,19,,,46,76,0.862,9,26,0.34600000000000003,18,23,4,33,37,22,5,6,15,25,119,,0.34600000000000003,,"l",11482
"[411826,659808603]","","CHI","NYK",91,36,77,0.46799999999999997,12,30,0.4,7,8,0.4,37,2,39,26,3,2,20,25,,,37,92,0.875,17,44,0.386,23,32,15,35,50,19,13,2,12,13,114,,0.386,,"l",11483
"[411826,659808609]","","OKC","MIN",110,41,88,0.466,11,37,0.297,17,21,0.297,36,9,45,29,7,4,22,21,,,43,87,0.81,12,25,0.48,14,25,11,32,43,23,16,6,16,18,112,,0.48,,"l",11484
"[411826,659808617]","","DAL","POR",130,45,81,0.556,18,43,0.419,22,26,0.419,37,3,40,25,4,5,13,19,,,39,89,0.846,13,37,0.35100000000000003,19,25,10,32,42,21,4,2,12,22,110,,0.35100000000000003,,"w",11485
"[411826,659808620]","","LAL","DEN",126,48,91,0.527,12,33,0.364,18,24,0.364,34,11,45,29,11,4,15,21,,,39,81,0.75,9,27,0.33299999999999996,21,28,9,30,39,25,7,4,19,17,108,,0.33299999999999996,,"w",11486
"[411826,659808627]","","LAC","WAS",102,37,86,0.43,12,29,0.414,16,26,0.414,37,12,49,19,6,5,14,16,,,36,84,0.615,9,25,0.36,12,13,7,35,42,20,10,2,16,21,93,,0.36,,"w",11487
"[411826,659808634]","","SAS","MIA",101,33,77,0.429,10,27,0.37,25,33,0.37,31,7,38,29,8,3,17,19,,,42,82,0.758,11,30,0.36700000000000005,16,23,8,32,40,25,14,3,14,27,111,,0.36700000000000005,,"l",11488
"[411826,659808639]","","CLE","DAL",100,40,94,0.426,7,36,0.19399999999999998,13,22,0.19399999999999998,42,9,51,23,6,5,13,24,,,36,88,0.591,15,49,0.306,12,19,5,40,45,19,5,6,12,20,99,,0.306,,"w",11489
